General Standards,Remarks,Test Case ID,Title,Project Initiative,Priority,Automatability,Automation Status,Testing Type,Status,Testing Phase,Pre Conditions,Test Steps,Expected Result
Failed,Automation Status = None,C170857,"[BE][KYC Leader] Validate that in Queue In-App, manual link is still visible",Technical Debt,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, BE Regression, FE Sanity, BE Sanity",,"1. Submit KYC Application
2. Log in to Jarvis
3. Go to Queue In-App
4. Find KYC Application
5. Click on Show duplicate suggestions
6. Click on a duplicate
7. Scroll down and click on Link",Jarvis User should still be able to manually link in Queue In-App
Failed,Automation Status = None,C170858,"[BE][KYC Leader] Validate that in Queue Portal, manual link is still visible",Technical Debt,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, BE Regression, FE Sanity, BE Sanity",,"1. Submit KYC Application
2. Log in to Jarvis
3. Go to Queue Portal
4. Find KYC Application
5. Click on Show duplicate suggestions
6. Click on a duplicate
7. Scroll down and click on Link",Jarvis User should still be able to manually link in Queue Portal
Failed,Automation Status = None,C170859,"[BE][KYC Leader] Validate that in Queue GCash Jr, manual link is still visible",Technical Debt,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, BE Regression, FE Sanity, BE Sanity",,"1. Submit KYC Application
2. Log in to Jarvis
3. Go to Queue GCash Jr
4. Find KYC Application
5. Click on Show duplicate suggestions
6. Click on a duplicate
7. Scroll down and click on Link",Jarvis User should still be able to manually link in Queue GCash Jr
Failed,Automation Status = None,C170860,"[BE][KYC Leader] Validate that in Queue International, manual link is still visible",Technical Debt,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, BE Regression, FE Sanity, BE Sanity",,"1. Submit KYC Application
2. Log in to Jarvis
3. Go to Queue International
4. Find KYC Application
5. Click on Show duplicate suggestions
6. Click on a duplicate
7. Scroll down and click on Link",Jarvis User should still be able to manually link in Queue International
Failed,Automation Status = None,C487548,TRIBE14-15174[BE][DRIVERS LICENSE]002[ACL]Validate that users local mobtel application using DRIVERS LICENSE will be auto-linked when all criteria are met.,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have Gcash app
2. User should have Fully verified account in Gcash
3. User should not have any record in GCash
4. User should have access to Jarvis Portal\
5. User should have DB Access
6. User should have DRIVERS LICENSE
7. Login to Gcash
8. Go to profile
9. Click verify Now button
10. Click verify on onboarding screen
11. Fill up pre check form
12. Choose ID
13. Scan ID
14. Scan face
15. Fill up KYC form and do not edit OCR details First Name Middle Name Last Name Birthdate
16. First Name
17. Middle Name
18. Last Name
19. Birthdate
20. Submit KYC form using low risk details Monthly Transaction: 50k - 5 Account Purpose Products Availed: Savings - 5 Nationality: Filipino - 5 Work Nature: Academics and Researchers - 5 Employment Type: Private Sector Employee -> Staff/Associate - 5 Country Address: Philippines - 5 Source of Funds: Salary – 5 Total Score: 35 11.Click Confirm on review page
21. Monthly Transaction: 50k - 5
22. Account Purpose Products Availed: Savings - 5
23. Nationality: Filipino - 5
24. Work Nature: Academics and Researchers - 5
25. Employment Type: Private Sector Employee -> Staff/Associate - 5
26. Country Address: Philippines - 5
27. Source of Funds: Salary – 5
28. Total Score: 35 11.Click Confirm on review page
29. Login to Jarvis
30. Go to queue in app
31. Search mobtel
32. Application should not be present in queue
33. Go to trackings page
34. Search mobtel
35. Go to notes tab
36. Click Approvals
37. Check if application is auto linked
38. Dev to set DRIVERS LICENSE to 1 on config_approve table and set DRIVERS LICENSE to ACL in config_ACL table ""","If all conditions were met, the application should be automatically linked.
Ensure that the database is set up where DRIVERS LICENSE is set to auto approve on the config_approval table and auto link on the config ACL table"
Failed,Automation Status = None,C487549,TRIBE14-15174[BE][DRIVERS LICENSE][L3]002[ACL]Validate that users local mobtel application using DRIVERS LICENSE will be auto-approved when all criteria are met.,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have Gcash app
2. User should have Fully verified account in Gcash
3. User should have access to Jarvis Portal\
4. User should have DB Access
5. User should have DRIVERS LICENSE
6. Login to Gcash
7. Go to profile
8. Click Update account information button
9. Click Update profile button on onboarding screen
10. Fill up pre check form
11. Choose ID
12. Scan ID
13. Scan face
14. Fill up KYC form and do not edit OCR details First Name Middle Name Last Name Birthdate
15. First Name
16. Middle Name
17. Last Name
18. Birthdate
19. Submit KYC form using low risk details Monthly Transaction: 50k - 5 Account Purpose Products Availed: Savings - 5 Nationality: Filipino - 5 Work Nature: Academics and Researchers - 5 Employment Type: Private Sector Employee -> Staff/Associate - 5 Country Address: Philippines - 5 Source of Funds: Salary – 5 Total Score: 35 11.Click Confirm on review page
20. Monthly Transaction: 50k - 5
21. Account Purpose Products Availed: Savings - 5
22. Nationality: Filipino - 5
23. Work Nature: Academics and Researchers - 5
24. Employment Type: Private Sector Employee -> Staff/Associate - 5
25. Country Address: Philippines - 5
26. Source of Funds: Salary – 5
27. Total Score: 35 11.Click Confirm on review page
28. Login to Jarvis
29. Go to queue in app
30. Search mobtel
31. Application should not be present in queue
32. Go to trackings page
33. Search mobtel
34. Go to notes tab
35. Click Approvals
36. Check if application is auto approve
37. Dev to set DRIVERS LICENSE to 1 on config_approve table and set DRIVERS LICENSE to ACL in config_ACL table","If all conditions were met, the application should be automatically approved.
Ensure that the database is set up where DRIVERS LICENSE is set to auto approve on the config_approval table and auto link on the config ACL table"
Failed,Automation Status = None,C487550,TRIBE14-15173[BE][NATIONAL ID(CARD TYPE)]002[ACL]Validate that users local mobtel application using NATIONAL ID(CARD TYPE) will be auto-linked when all criteria are met.,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have Gcash app
2. User should have Fully verified account in Gcash
3. User should not have any record in GCash
4. User should have access to Jarvis Portal\
5. User should have DB Access
6. User should have NATIONAL ID(CARD TYPE)
7. Login to Gcash
8. Go to profile
9. Click verify Now button
10. Click verify on onboarding screen
11. Fill up pre check form
12. Choose ID
13. Scan ID
14. Scan face
15. Fill up KYC form and do not edit OCR details First Name Middle Name Last Name Birthdate
16. First Name
17. Middle Name
18. Last Name
19. Birthdate
20. Submit KYC form using low risk details Monthly Transaction: 50k - 5 Account Purpose Products Availed: Savings - 5 Nationality: Filipino - 5 Work Nature: Academics and Researchers - 5 Employment Type: Private Sector Employee -> Staff/Associate - 5 Country Address: Philippines - 5 Source of Funds: Salary – 5 Total Score: 35 11.Click Confirm on review page
21. Monthly Transaction: 50k - 5
22. Account Purpose Products Availed: Savings - 5
23. Nationality: Filipino - 5
24. Work Nature: Academics and Researchers - 5
25. Employment Type: Private Sector Employee -> Staff/Associate - 5
26. Country Address: Philippines - 5
27. Source of Funds: Salary – 5
28. Total Score: 35 11.Click Confirm on review page
29. Login to Jarvis
30. Go to queue in app
31. Search mobtel
32. Application should not be present in queue
33. Go to trackings page
34. Search mobtel
35. Go to notes tab
36. Click Approvals
37. Check if application is auto linked
38. Dev to set NATIONAL ID(CARD TYPE) to 1 on config_approve table and set NATIONAL ID(CARD TYPE) to ACL in config_ACL table","If all conditions were met, the application should be automatically linked.
Ensure that the database is set up where NATIONAL ID(CARD TYPE) is set to auto approve on the config_approval table and auto link on the config ACL table"
Failed,Automation Status = None,C487551,TRIBE14-15173[BE][PASSPORT]002[ACL]Validate that users local mobtel application using PASSPORT will be auto-linked when all criteria are met.,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have Gcash app
2. User should have Fully verified account in Gcash
3. User should not have any record in GCash
4. User should have access to Jarvis Portal\
5. User should have DB Access
6. User should have PASSPORT
7. Login to Gcash
8. Go to profile
9. Click verify Now button
10. Click verify on onboarding screen
11. Fill up pre check form
12. Choose ID
13. Scan ID
14. Scan face
15. Fill up KYC form and do not edit OCR details First Name Middle Name Last Name Birthdate
16. First Name
17. Middle Name
18. Last Name
19. Birthdate
20. Submit KYC form using low risk details Monthly Transaction: 50k - 5 Account Purpose Products Availed: Savings - 5 Nationality: Filipino - 5 Work Nature: Academics and Researchers - 5 Employment Type: Private Sector Employee -> Staff/Associate - 5 Country Address: Philippines - 5 Source of Funds: Salary – 5 Total Score: 35 11.Click Confirm on review page
21. Monthly Transaction: 50k - 5
22. Account Purpose Products Availed: Savings - 5
23. Nationality: Filipino - 5
24. Work Nature: Academics and Researchers - 5
25. Employment Type: Private Sector Employee -> Staff/Associate - 5
26. Country Address: Philippines - 5
27. Source of Funds: Salary – 5
28. Total Score: 35 11.Click Confirm on review page
29. Login to Jarvis
30. Go to queue in app
31. Search mobtel
32. Application should not be present in queue
33. Go to trackings page
34. Search mobtel
35. Go to notes tab
36. Click Approvals
37. Check if application is auto linked
38. Dev to set PASSPORT to 1 on config_approve table and set PASSPORT to ACL in config_ACL table","If all conditions were met, the application should be automatically linked.
Ensure that the database is set up where PASSPORT is set to auto approve on the config_approval table and auto link on the config ACL table"
Failed,Automation Status = None,C490794,Execute multiple searches rapidly to check if the system handles concurrent requests without performance degradation.,Technical Debt,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",1. User has Jarvis Account,"1. Login to Jarvis Portal
2. Go to Filter by Status
3. Select ""All"" in Filter by Status
4. View multiple application as many as you can",Should able to select multiple application in tracking
Failed,Automation Status = None,C490829,Validate that user able to received SMS after downgrade L3 Local mobtel using CRP management,KYC Operations Support,2,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",1. User successfully downgraded the application,1. Check SMS Notification,"SMS Notification will be received by User:
Hello! Your account was downgraded to GCash Basic. You will be experiencing lower wallet limits and limited services. To regain access to these, please open your GCash app > Profile > Verify Now."
Failed,Automation Status = None,C490858,Verify if user can view and approved L1-L3 Gcash Jr. kids Application in Queue Jr.,KYC Operations Support,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L1 account
2. Must be 7-12 years old.
3. Successfully submitted gcash jr. application 4.Has access in Queue Jr.","1. Login to Jarvis Portal
2. Go to Queue - GCash Jr.
3. Enter Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. Scroll down to the bottom and Click ""Show Duplicate Suggestion""
7. Click the ""Approve as Full KYC"" button
8. ""Approval Are you sure you want to continue?"" Modal will pop up
9. Click ""Yes""
10. ""Approval Is this a Duplicate CRP?"" Modal will pop up
11. Click ""No""
12. Approved modal will pop out
13. ""Approval Are you sure you want to continue?"" Modal will pop up
14. Click ""Yes""
15. ""Approval Is this a Duplicate CRP?"" Modal will pop up
16. Click ""No""
17. Approved modal will pop out","-CRP is Minor should be displayed beside the Basic Information
-User can view check box button below Parent's Consent Form
-Application's wallet details under Reference tab,
Classification is ""Normal""
Wallet Upper Limit is ""50000""
Wallet Lower Limit is ""0""
-Successfully Approved Pending Application"
Failed,Automation Status = None,C490859,Verify the details of recently approved L1-L3 Gcash Jr. kids Application are correct.,KYC Operations Support,2,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L1 account
2. Must be 7-12 years old.
3. Successfully approved gcash jr. application","1. Login to Jarvis Portal
2. Go to Different Modules: Tracking QA View QA Result CRP Management Account Maintenance
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details","-Successful Approved modal will Pop out ""Approved You have successfully approved a new CRP application for tracking number: APXXXXXXXX""
-Approved application should also visible in the following modules:
Tracking
QA View
QA Result
CRP Management
Account Maintenance
-Account should be upgraded to L3
-Classification is ""GCASH_JR_KIDS""
-Wallet Upper Limit is ""50000""
-Wallet Lower Limit is ""0"""
Failed,Automation Status = None,C490862,Verify if user can view and approved L3-L3 Gcash Jr. Kids Application in Queue Jr.,KYC Operations Support,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L3 account
2. Must be 7-12 years old.
3. Successfully submitted gcash jr. application 4.Has access in Queue Jr.","1. Login to Jarvis Portal
2. Go to Queue - GCash Jr.
3. Enter Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. Scroll down to the bottom and Click ""Show Duplicate Suggestion""
7. Click the ""Approve as Full KYC"" button
8. ""Approval Are you sure you want to continue?"" Modal will pop up
9. Click ""Yes""
10. ""Approval Is this a Duplicate CRP?"" Modal will pop up
11. Click ""No""
12. Approved modal will pop out
13. ""Approval Are you sure you want to continue?"" Modal will pop up
14. Click ""Yes""
15. ""Approval Is this a Duplicate CRP?"" Modal will pop up
16. Click ""No""
17. Approved modal will pop out","-CRP is Minor should be displayed beside the Basic Information
-User can view check box button below Parent's Consent Form
-Application's wallet details under Reference tab,
Classification is ""Normal""
Wallet Upper Limit is ""50000""
Wallet Lower Limit is ""0""
-Successfully Approved Pending Application"
Failed,Automation Status = None,C490863,Verify the details of recently approved L3-L3 Gcash Jr. kids Application are correct.,KYC Operations Support,2,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L3 account
2. Must be 7-12 years old.
3. Successfully approved gcash jr. application","1. Login to Jarvis Portal
2. Go to Different Modules: Tracking QA View QA Result CRP Management Account Maintenance
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details","-Successful Approved modal will Pop out ""Approved You have successfully approved a new CRP application for tracking number: APXXXXXXXX""
-Approved application should also visible in the following modules:
Tracking
QA View
QA Result
CRP Management
Account Maintenance
-Details was modified
-Classification is ""GCASH_JR_KIDS""
-Wallet Upper Limit is ""50000""
-Wallet Lower Limit is ""0"""
Failed,Automation Status = None,C490866,Verify if user can view and approved L1-L3 Gcash Jr. Teens Application in Queue Jr.,KYC Operations Support,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L1 account
2. Must be 13-17 years old.
3. Must be 13-17 years old.
4. Successfully submitted gcash jr. application 4.Has access in Queue Jr.","1. Login to Jarvis Portal
2. Go to Queue - GCash Jr.
3. Enter Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. Scroll down to the bottom and Click ""Show Duplicate Suggestion""
7. Click the ""Approve as Full KYC"" button
8. ""Approval Are you sure you want to continue?"" Modal will pop up
9. Click ""Yes""
10. ""Approval Is this a Duplicate CRP?"" Modal will pop up
11. Click ""No""
12. Approved modal will pop out
13. ""Approval Are you sure you want to continue?"" Modal will pop up
14. Click ""Yes""
15. ""Approval Is this a Duplicate CRP?"" Modal will pop up
16. Click ""No""
17. Approved modal will pop out","-CRP is Minor should be displayed beside the Basic Information
-User can view check box button below Parent's Consent Form
-Application's wallet details under Reference tab,
Classification is ""Normal""
Wallet Upper Limit is ""50000""
Wallet Lower Limit is ""0""
-Successfully Approved Pending Application"
Failed,Automation Status = None,C490867,Verify the details of recently approved L1-L3 Gcash Jr. Teens Application are correct.,KYC Operations Support,2,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L1 account
2. Must be 13-17 years old.
3. Successfully approved gcash jr. application","1. Login to Jarvis Portal
2. Go to Different Modules: Tracking QA View QA Result CRP Management Account Maintenance
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details","-Successful Approved modal will Pop out ""Approved You have successfully approved a new CRP application for tracking number: APXXXXXXXX""
-Approved application should also visible in the following modules:
Tracking
QA View
QA Result
CRP Management
Account Maintenance
-Account should be upgraded to L3
-Classification is ""CASH_JR_TEENS""
-Wallet Upper Limit is ""50000""
-Wallet Lower Limit is ""0"""
Failed,Automation Status = None,C490870,Verify if user can view and approved L3-L3 Gcash Jr. Teens Application in Queue Jr.,KYC Operations Support,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L3 account
2. Must be 13-17 years old.
3. Must be 13-17 years old.
4. Successfully submitted gcash jr. application 4.Has access in Queue Jr.","1. Login to Jarvis Portal
2. Go to Queue - GCash Jr.
3. Enter Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. Scroll down to the bottom and Click ""Show Duplicate Suggestion""
7. Click the ""Approve as Full KYC"" button
8. ""Approval Are you sure you want to continue?"" Modal will pop up
9. Click ""Yes""
10. ""Approval Is this a Duplicate CRP?"" Modal will pop up
11. Click ""No""
12. Approved modal will pop out
13. ""Approval Are you sure you want to continue?"" Modal will pop up
14. Click ""Yes""
15. ""Approval Is this a Duplicate CRP?"" Modal will pop up
16. Click ""No""
17. Approved modal will pop out","-CRP is Minor should be displayed beside the Basic Information
-User can view check box button below Parent's Consent Form
-Application's wallet details under Reference tab,
Classification is ""Normal""
Wallet Upper Limit is ""50000""
Wallet Lower Limit is ""0""
-Successfully Approved Pending Application"
Failed,Automation Status = None,C490871,Verify the details of recently approved L3-L3 Gcash Jr. Teens Application are correct.,KYC Operations Support,2,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Gcash Jr. L3 account
2. Must be 13-17 years old.
3. Successfully approved gcash jr. application","1. Login to Jarvis Portal
2. Go to Different Modules: Tracking QA View QA Result CRP Management Account Maintenance
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details","-Successful Approved modal will Pop out ""Approved You have successfully approved a new CRP application for tracking number: APXXXXXXXX""
-Approved application should also visible in the following modules:
Tracking
QA View
QA Result
CRP Management
Account Maintenance
-Details was modified
-Classification is ""GCASH_JR_TEENS""
-Wallet Upper Limit is ""50000""
-Wallet Lower Limit is ""0"""
Failed,Automation Status = None,C490875,Verify that 08 and 63-8 DITO Mobtel are searchable in Tracking CRP Management and Account Maintenance in Jarvis Portal,KYC Operations Support,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression","1. Should access Jarvis Account
2. Should have DITO L1 account existing","1. Go to Jarvis Search from Tracking DITO mobtel 08 and 63-8 Search from CRP Management DITO mobtel 08 and 63-8 Search from Account Maintenance DITO mobtel 08 and 63-8
2. Search from Tracking DITO mobtel 08 and 63-8
3. Search from CRP Management DITO mobtel 08 and 63-8
4. Search from Account Maintenance DITO mobtel 08 and 63-8","DITO Mobtel 08 and 63-8 should be searchable in Jarvis Modules (Tracking, CRP Management and Account Maintenance)"
Failed,Automation Status = None,C490904,[BE] Validate if the user will able to downgrade mobtel prior the DBscript change,KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should be downgraded to L1"
Failed,Automation Status = None,C490905,"[BE] Validate that for Local L3, will able to replicate the downgrade issue prior the DBscript change",KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should not be downgraded to L1"
Failed,Automation Status = None,C490906,"[BE] Validate that for GI L3, will able to replicate the downgrade issue prior the DBscript change",KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should not be downgraded to L1"
Failed,Automation Status = None,C490907,"[BE] Validate that for Junior Kids L3, will able to replicate the downgrade issue prior the DBscript change",KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should not be downgraded to L1"
Failed,Automation Status = None,C490908,"[BE] Validate that for Junior Teens L3, will able to replicate the downgrade issue prior the DBscript change",KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should not be downgraded to L1"
Failed,Automation Status = None,C490909,"[BE] Validate that for Local L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via Batch Engine",KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should be downgraded to L1"
Failed,Automation Status = None,C490914,[BE] Validate that all upgraded L3 can be downgraded to L1 using the batch downgrade w/o the need to run the script,KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to Batch Engine
3. Click Create Batch button
4. Select Batch Type
5. Drag File to Field
6. Click Upload button
7. Click X to close window
8. Check if Batch Request is in the Batch Engine List
9. Click Request Batch Request Row
10. Click Approve button","-Agent should be able to Approve Batch Downgrade Request
-Mobtel should be downgraded to L1"
Failed,Automation Status = None,C490915,"[BE] Validate that for Local L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Managment",KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to CRP Managements
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. go to Wallet Tab
7. Click the delete icon > Proceed",-Mobtel should be downgraded to L1
Failed,Automation Status = None,C490916,"[BE] Validate that for GI L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Managment",KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to CRP Managements
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. go to Wallet Tab
7. Click the delete icon > Proceed",-Mobtel should be downgraded to L1
Failed,Automation Status = None,C490917,"[BE] Validate that for Junior Kids L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Management",KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to CRP Managements
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. go to Wallet Tab
7. Click the delete icon > Proceed\",-Mobtel should be downgraded to L1
Failed,Automation Status = None,C490918,"[BE] Validate that for Junior Kids teens which could not be downgraded, when the script is run, then the mobtel will revert to L1 via CRP Management",KYC,1,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to CRP Managements
3. Enter L3 Mobtel in GCash Mobile Number Field
4. Click Search button
5. Check Application Details
6. go to Wallet Tab
7. Click the delete icon > Proceed\",-Mobtel should be downgraded to L1
Failed,Automation Status = None,C490919,[BE] Validate that all downgraded account can be upgraded to L3 via CRP Management,KYC,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. Login to Jarvis Portal
2. Go to CRP Management
3. Enter L1 Mobtel in Mobile Number Field
4. Click Search
5. Click Create CRP button
6. Populate Fields
7. Upload Photos and Documents needed
8. Tick Terms and Conditions
9. Click Submit button","Successful creation and submission of Create CRP. Green box notification will be displayed in upper right corner of the page with the content:
""New Profile
You have successfully submitted a new profile request with tracking number: JPXXXXXXXX"""
Failed,Automation Status = None,C491000,TRIBE14-8862[BE] 001[New ID List] Verify that the new ID Type Special Resident Retiree's Visa (SRRV) is visible in the ID Type dropdown in CRP Management,2025 GRC BAU Enhancements,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. User should have  Gcash app
2. User should have access to Jarvis Portal
3. Login to Jarvis
4. Go to CRP Management
5. Enter Mobile Number
6. Click Search
7. Click Create CRP
8. Fill up All Basic Information
9. KYC Level Full
10. Select ID Type Special Resident Retiree's Visa (SRRV)
11. Submit Application
12. Go to Queue - Portal
13. Search submit mobile number
14. Check Details and ID type then Approved
15. Check Details and ID Type from QA View, QA Result and Tracking using Tracking number
16. Tracking Number Inspect element and check the ID number
17. Check Details and ID type from CRP Management and Acct. Maintenance",New ID Type Special Resident Retiree's Visa (SRRV) should visible in the ID Type dropdown in CRP Management
Failed,Automation Status = None,C491001,TRIBE14-8862[BE] 002[New ID List] Verify that the new ID Type Alien Employment Permit is visible in the ID Type dropdown in CRP Management,2025 GRC BAU Enhancements,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. User should have  Gcash app
2. User should have access to Jarvis Portal
3. Login to Jarvis
4. Go to CRP Management
5. Enter Mobile Number
6. Click Search
7. Click Create CRP
8. Fill up All Basic Information
9. KYC Level Full
10. Select ID Alien Employment Permit
11. Submit Application
12. Go to Queue - Portal
13. Search submit mobile number
14. Check Details and ID type then Approved
15. Check Details and ID Type from QA View, QA Result and Tracking using Tracking number
16. Tracking Number Inspect element and check the ID number
17. Check Details and ID type from CRP Management and Acct. Maintenance",New ID Type Alien Employment Permit should visible in the ID Type dropdown in CRP Management
Failed,Automation Status = None,C491002,TRIBE14-8862[BE] 003[New ID List] Verify that the new ID Type Diplomat ID is visible in the ID Type dropdown in CRP Management,2025 GRC BAU Enhancements,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. User should have  Gcash app
2. User should have access to Jarvis Portal
3. Login to Jarvis
4. Go to CRP Management
5. Enter Mobile Number
6. Click Search
7. Click Create CRP
8. Fill up All Basic Information
9. KYC Level Full
10. Select ID Type Diplomat ID
11. Submit Application
12. Go to Queue - Portal
13. Search submit mobile number
14. Check Details and ID type then Approved
15. Check Details and ID Type from QA View, QA Result and Tracking using Tracking number
16. Tracking Number Inspect element and check the ID number
17. Check Details and ID type from CRP Management and Acct. Maintenance",New ID Type Diplomat ID should visible in the ID Type dropdown in CRP Management
Failed,Automation Status = None,C491003,TRIBE14-8862[BE] 004[ID Type] Verify that the Special Resident Retiree's Visa (SRRV) ID Type is visible in Trackings Page via L1-L3 in CRP Management,2025 GRC BAU Enhancements,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. User should have  Gcash app
2. User should have access to Jarvis Portal
3. Login to Jarvis
4. Go to CRP Management
5. Enter Mobile Number
6. Click Search
7. Click Create CRP
8. Fill up All Basic Information
9. KYC Level Full
10. Select ID Type Special Resident Retiree's Visa (SRRV)
11. Submit Application
12. Go to Queue - Portal
13. Search submit mobile number
14. Check Details and ID type then Approved
15. Check Details and ID Type from QA View, QA Result and Tracking using Tracking number
16. Tracking Number Inspect element and check the ID number
17. Check Details and ID type from CRP Management and Acct. Maintenance",Special Resident Retiree's Visa (SRRV) ID Type Should be visible in Trackings Page
